x,x_dot,F,x_prime,x_dot_prime
-0.331911981189704,-1.9225321685188117,-1.3868407858232308,-0.35155820740378185,-1.9646226214077847
0.8812979737686324,0.7153421317595638,0.21646481806087436,0.8883827275113122,0.7084753742679842
-1.9995425007306205,-1.1534875359997638,3.087536794486196,-2.010752111941529,-1.1209611210908592
-0.7906697094726409,-0.9378133625110951,-1.1418419199800018,-0.7997069425437628,-0.9037233071121962
-1.4129764367315478,-0.03370736287864684,3.2682812073583936,-1.412824807749512,0.015162898203582884
-1.6306456209248088,-1.7865498195316785,0.9868809263344218,-1.648132115559381,-1.7486494634572225
-1.2549591544893164,0.2964704219680523,-3.8734300572275497,-1.2516609332628064,0.32982212265099725
-0.617757091827809,-1.4130857003767594,3.4354978699500904,-0.6313435554598407,-1.3586463632031658
-0.41293010307732025,0.357222147613137,1.5271753401353916,-0.4093754620826768,0.35546409946435037
0.15526693601342778,0.7990334400837247,3.978582803611844,0.1630063952954609,0.7739459282033125
-0.3232219423868208,-1.5906622846886966,-2.6212759332373716,-0.3396698675443568,-1.6447925157536043
0.740878001587038,-0.34377604872172673,-2.902914002968978,0.7370225185614326,-0.38554830256053163
-1.1821910010739303,0.7776006309109804,3.4607637042973085,-1.1738263130947988,0.8364687979131412
1.5124697455637817,-0.3432829218923894,1.5745452919192013,1.5091719365508298,-0.3297809012951956
-1.8904496272082953,-1.8001861642156514,-3.4719986182235,-1.9081788731308058,-1.772924592251038
0.6818700407136089,0.1435856236620463,2.043704420819731,0.6833473197176841,0.14772790040752923
-0.3307807905314921,0.6551785808791553,2.031009507689971,-0.32434466416340635,0.6436126368085763
0.23475931378300663,0.05955644823323425,3.3841962843718667,0.2351237225420712,0.03644087590645744
-1.438452245619065,1.7783790239632533,1.692198069027774,-1.4202239351176846,1.8228310501380356
-1.2075940436604848,0.3462201620079717,-3.0058323042226824,-1.203769602882718,0.38244407777668754
1.2029782747021467,1.613607661151534,-3.8409589292816353,1.218689509873327,1.5711235171180233
1.87304630287759,-1.45010118341505,-3.7903121049782458,1.8581540340595648,-1.4892268818025363
-0.7463032873630286,-1.4428946109969658,-3.773548095833643,-0.7606470193880728,-1.4343732025044102
0.7692904626772563,1.2295651548380953,-2.030311459175633,0.7812637450982327,1.1973282420976354
1.5055566091841532,-0.4092926520578657,2.880223589463104,1.501728915156008,-0.38276940281453053
1.5784266540153893,-1.338583211532269,0.31064851473322275,1.5650520102694883,-1.3374643745901098
-1.6598231545208884,1.7100343215841356,0.42257582948612704,-1.6423595581854005,1.7463596335487979
-1.8437808670684706,-0.6089365610179738,2.7362471388768457,-1.8495163317914538,-0.5735464722983351
-1.3206783217417244,1.0032484125446222,-3.006613479040711,-1.310291346220347,1.0386975521377437
1.5125700137176525,0.9039919414018058,-1.766530567910884,1.5214110233526548,0.8841009635002157
-1.6066126646677996,1.5332243648232393,0.686074171666303,-1.590900691899817,1.5711972767982696
-0.31556949997979133,0.49468882822243554,3.7567659865573964,-0.3106104433467484,0.49590566330429336
1.8315581206020077,1.0037697361093487,0.4882417540456796,1.8416315431433543,1.0073422541346575
0.1326611398920683,-0.6044066320886299,-3.850821685016456,0.12591370308649283,-0.6747436805575475
0.7675084558018934,-0.9202884329398957,2.4050613814449306,0.7584190479867109,-0.9089407815182522
-0.7379374759757482,1.5835448727842674,-2.1362058092718366,-0.7218955685191016,1.6041907456646625
0.7460037107263346,-0.28763524051482037,2.456841564950233,0.7432376578643143,-0.2766052862020411
1.3385026875894916,1.8593601885935422,-0.897114847486626,1.3569754816741006,1.8472794084609037
-1.9268468906232328,0.6537659912737923,2.9083348364754293,-1.9199712546582113,0.6875635965021548
1.0005772597798699,0.48678288083648713,1.976973141897477,1.0055755313855068,0.4998271605636854
1.9554443556259788,-1.5410161081864993,0.4499218719233511,1.9400683116425013,-1.5376043983477525
0.9926626175193576,1.797957034828285,-2.90835819471452,1.0102850799093273,1.7622462389969593
-0.8782240317423793,-0.2003514660802379,-3.5206584839023067,-0.8799794823463374,-0.1755450603958133
1.157117313805954,0.31355845754852707,-3.029252354074101,1.159904776258392,0.27874624524379166
-1.587095973689432,-0.3674527889548753,-3.643584971641906,-1.5904617029684232,-0.33657292789913174
-0.20842589529637934,-1.0518920790278892,-3.1400469671512568,-0.21960603414956625,-1.1180138853186912
1.6343820123723822,1.6135180822490152,-2.1943252911371625,1.6502798058305905,1.5897793458208236
-0.825543406505282,0.2947179466891434,1.7039118430614133,-0.8220279993741963,0.3515407131085707
-0.848898645654605,-1.9885186918753641,0.47773585643313954,-0.8682913298116205,-1.93926841570155
-1.4798857115268893,0.4685796544828955,-3.899552158727073,-1.474883312161386,0.5002399365503227
